TempIndex,ItemNumber,StationeryType,StationeryName,ReorderLevel,ReorderQty,UOM,Price,SupplierName,Dates,RequisitionQuantity,TotalPrice
14,E008 ,Envelope ,Envelope White 5inchx7inch w Window ,600,400,Each ,1.7,BANES,"Thursday, June 21, 2018",84,1428
72,S101 ,Sharpener ,Sharpener ,50,20,Each ,1,APLHA,"Thursday, June 21, 2018",9,88
46,P015 ,Pad ,Pad Postit Memo 2inchx4inch ,100,60,Packet ,6.2,ISS,"Thursday, June 21, 2018",14,892.8
56,P036 ,Pen ,Pen Transparency Permanent ,100,50,Packet ,6,OMEGA,"Thursday, June 21, 2018",47,2790
28,F024 ,File ,File-Brown with Logo ,200,150,Each ,2.3,ISS,"Thursday, June 21, 2018",50,1138.5
70,S040 ,Tape ,Scotch Tape ,50,20,Each ,1.2,OMEGA,"Friday, June 22, 2018",12,148.8
74,S011 ,Shorthand ,Shorthand Book 120 pg ,100,80,Each ,0.6,ISS,"Friday, June 22, 2018",67,403.2
29,F031 ,File ,Folder Plastic Blue ,200,150,Each ,4,OMEGA,"Friday, June 22, 2018",15,600
11,E005 ,Envelope ,Envelope White 3inchx6inch ,600,400,Each ,1,ISS,"Friday, June 22, 2018",92,920
65,P045 ,Pen ,Pencil B ,100,50,Dozen ,1,LOTCASH,"Friday, June 22, 2018",46,455
77,S021 ,Stapler ,Stapler No. 36 ,50,20,Each ,3.9,FIEND,"Friday, June 22, 2018",20,764.4
18,E031 ,Exercise ,Exercise Book 120 pg ,100,50,Each ,0.26,BANES,"Friday, June 22, 2018",13,32.5
82,T003 ,Tacks ,Thumb Tacks Small ,10,10,Box ,1,LOTCASH,"Friday, June 22, 2018",9,89
76,S020 ,Stapler ,Stapler No. 28 ,50,20,Each ,3.6,CHEAP,"Friday, June 22, 2018",16,561.6
42,P011 ,Pad ,Pad Postit Memo 12inchx1inch ,100,60,Packet ,3.4,CHEAP,"Friday, June 22, 2018",56,1917.6
3,C003 ,Clip ,Clips Double 34inch ,50,30,Dozen ,0.9,RANDOM,"Friday, June 22, 2018",11,99.9
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Friday, June 22, 2018",79,396
7,E001 ,Envelope ,Envelope Brown 3inchx6inch ,600,400,Each ,1,ISS,"Friday, June 22, 2018",304,3040
4,C004 ,Clip ,Clips Paper Large ,50,30,Box ,2,APLHA,"Friday, June 22, 2018",21,420
15,E020 ,Eraser ,Eraser hard ,50,20,Each ,0.4,LOTCASH,"Friday, June 22, 2018",9,35.2
84,T021 ,Tparency ,Transparency Clear ,500,400,Box ,1.4,LOTCASH,"Friday, June 22, 2018",236,3304
41,P010 ,Pad ,Pad Postit Memo 1inchx2inch ,100,60,Packet ,4.5,CHEAP,"Friday, June 22, 2018",9,405
55,P035 ,Pen ,Pen Felt Tip Red ,100,50,Dozen ,2.5,LOTCASH,"Friday, June 22, 2018",47,1175
7,E001 ,Envelope ,Envelope Brown 3inchx6inch ,600,400,Each ,1,ISS,"Friday, June 22, 2018",160,1600
5,C005 ,Clip ,Clips Paper Medium ,50,30,Box ,1.5,APLHA,"Friday, June 22, 2018",16,238.5
47,P016 ,Pad ,Pad Postit Memo 34inchx2inch ,100,60,Packet ,6.2,ISS,"Friday, June 22, 2018",58,3571.2
44,P013 ,Pad ,Pad Postit Memo 2inchx3inch ,100,60,Packet ,5.6,FANTASTIC,"Friday, June 22, 2018",51,2856
77,S021 ,Stapler ,Stapler No. 36 ,50,20,Each ,3.9,FIEND,"Friday, June 22, 2018",8,296.4
4,C004 ,Clip ,Clips Paper Large ,50,30,Box ,2,APLHA,"Friday, June 22, 2018",10,198
23,E036 ,Exercise ,Exercise Book Hardcover 120 pg ,100,50,Each ,0.56,ISS,"Friday, June 22, 2018",47,263.2
26,F022 ,File ,File-Blue with Logo ,200,100,Each ,2.3,WOW,"Friday, June 22, 2018",75,1725
63,P043 ,Pen ,Pencil 2B with Eraser End ,100,50,Dozen ,1.8,FANTASTIC,"Friday, June 22, 2018",11,198
88,T025 ,Tparency ,Transparency Cover 3M ,500,400,Box ,1.4,FIEND,"Friday, June 22, 2018",112,1568
54,P034 ,Pen ,Pen Felt Tip Blue ,100,50,Dozen ,2.5,APLHA,"Friday, June 22, 2018",21,512.5
85,T022 ,Tparency ,Transparency Green ,100,200,Box ,1.4,LOTCASH,"Friday, June 22, 2018",44,616
90,T101,Tray ,Tray Brown ,20,10,Set ,6,APLHA,"Friday, June 22, 2018",4,246
57,P037 ,Pen ,Pen Transparency Soluble ,100,50,Packet ,6,LOTCASH,"Friday, June 22, 2018",5,300
72,S101 ,Sharpener ,Sharpener ,50,20,Each ,1,APLHA,"Friday, June 22, 2018",3,26
13,E007 ,Envelope ,Envelope White 5inchx7inch ,600,400,Each ,1.6,APLHA,"Friday, June 22, 2018",304,4864
82,T003 ,Tacks ,Thumb Tacks Small ,10,10,Box ,1,LOTCASH,"Friday, June 22, 2018",9,94
68,R001 ,Ruler ,Ruler 6inch ,50,20,Dozen ,2.5,APLHA,"Friday, June 22, 2018",12,310
46,P015 ,Pad ,Pad Postit Memo 2inchx4inch ,100,60,Packet ,6.2,ISS,"Friday, June 22, 2018",14,855.6
4,C004 ,Clip ,Clips Paper Large ,50,30,Box ,2,APLHA,"Friday, June 22, 2018",19,372
12,E006 ,Envelope ,Envelope White 3inchx6inch w Window ,600,400,Each ,1.1,OMEGA,"Friday, June 22, 2018",392,4312
45,P014 ,Pad ,Pad Postit Memo 2inchx4inch ,100,60,Packet ,6.2,APLHA,"Friday, June 22, 2018",31,1897.2
70,S040 ,Tape ,Scotch Tape ,50,20,Each ,1.2,OMEGA,"Friday, June 22, 2018",12,148.8
44,P013 ,Pad ,Pad Postit Memo 2inchx3inch ,100,60,Packet ,5.6,FANTASTIC,"Friday, June 22, 2018",9,504
22,E035 ,Exercise ,Exercise Book Hardcover 100 pg ,100,50,Each ,0.5,BANES,"Friday, June 22, 2018",25,125
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Friday, June 22, 2018",34,168
41,P010 ,Pad ,Pad Postit Memo 1inchx2inch ,100,60,Packet ,4.5,CHEAP,"Friday, June 22, 2018",43,1917
15,E020 ,Eraser ,Eraser hard ,50,20,Each ,0.4,LOTCASH,"Friday, June 22, 2018",4,16.8
14,E008 ,Envelope ,Envelope White 5inchx7inch w Window ,600,400,Each ,1.7,BANES,"Friday, June 22, 2018",60,1020
61,P041 ,Pen ,Pen Whiteboard Marker Red ,100,50,Box ,7.2,FANTASTIC,"Friday, June 22, 2018",10,684
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Friday, June 22, 2018",37,184
3,C003 ,Clip ,Clips Double 34inch ,50,30,Dozen ,0.9,RANDOM,"Friday, June 22, 2018",8,72.9
57,P037 ,Pen ,Pen Transparency Soluble ,100,50,Packet ,6,LOTCASH,"Friday, June 22, 2018",21,1230
22,E035 ,Exercise ,Exercise Book Hardcover 100 pg ,100,50,Each ,0.5,BANES,"Friday, June 22, 2018",21,105
7,E001 ,Envelope ,Envelope Brown 3inchx6inch ,600,400,Each ,1,ISS,"Friday, June 22, 2018",336,3360
43,P012 ,Pad ,Pad Postit Memo 12inchx2inch ,100,60,Packet ,3.4,LOTCASH,"Friday, June 22, 2018",42,1428
65,P045 ,Pen ,Pencil B ,100,50,Dozen ,1,LOTCASH,"Friday, June 22, 2018",11,110
66,P046 ,Pen ,Pencil B with Eraser End ,100,50,Dozen ,1.2,LOTCASH,"Friday, June 22, 2018",26,312
38,H031 ,Puncher ,Hole Puncher 2 holes ,50,20,Each ,10.2,CHEAP,"Friday, June 22, 2018",6,571.2
68,R001 ,Ruler ,Ruler 6inch ,50,20,Dozen ,2.5,APLHA,"Friday, June 22, 2018",7,170
5,C005 ,Clip ,Clips Paper Medium ,50,30,Box ,1.5,APLHA,"Friday, June 22, 2018",24,364.5
26,F022 ,File ,File-Blue with Logo ,200,100,Each ,2.3,WOW,"Friday, June 22, 2018",86,1978
4,C004 ,Clip ,Clips Paper Large ,50,30,Box ,2,APLHA,"Friday, June 22, 2018",18,366
36,H013 ,Pen ,Highlighter Pink ,100,80,Box ,5.6,WOW,"Friday, June 22, 2018",52,2912
89,T100 ,Tray ,Trays InOut ,20,10,Set ,6,CHEAP,"Friday, June 22, 2018",3,180
82,T003 ,Tacks ,Thumb Tacks Small ,10,10,Box ,1,LOTCASH,"Friday, June 22, 2018",4,44
58,P038 ,Pen ,Pen Whiteboard Marker Black ,100,50,Box ,7.2,BANES,"Friday, June 22, 2018",34,2448
80,T001 ,Tacks ,Thumb Tacks Large ,10,10,Box ,2,BANES,"Monday, June 25, 2018",6,126
65,P045 ,Pen ,Pencil B ,100,50,Dozen ,1,LOTCASH,"Monday, June 25, 2018",12,120
42,P011 ,Pad ,Pad Postit Memo 12inchx1inch ,100,60,Packet ,3.4,CHEAP,"Monday, June 25, 2018",59,1999.2
6,C006 ,Clip ,Clips Paper Small ,50,30,Box ,1.2,BANES,"Monday, June 25, 2018",8,93.6
15,E020 ,Eraser ,Eraser hard ,50,20,Each ,0.4,LOTCASH,"Monday, June 25, 2018",13,52
24,F020 ,File ,File Separator ,100,50,Set ,2,OMEGA,"Monday, June 25, 2018",30,600
50,P030 ,Pen ,Pen Ballpoint Black ,100,50,Dozen ,2.5,RANDOM,"Monday, June 25, 2018",45,1125
4,C004 ,Clip ,Clips Paper Large ,50,30,Box ,2,APLHA,"Monday, June 25, 2018",16,312
86,T023 ,Tparency ,Transparency Red ,100,200,Box ,1.4,LOTCASH,"Monday, June 25, 2018",64,896
80,T001 ,Tacks ,Thumb Tacks Large ,10,10,Box ,2,BANES,"Monday, June 25, 2018",2,30
86,T023 ,Tparency ,Transparency Red ,100,200,Box ,1.4,LOTCASH,"Monday, June 25, 2018",54,756
16,E021 ,Eraser ,Eraser soft ,50,20,Each ,0.3,FIEND,"Monday, June 25, 2018",10,28.8
30,F032 ,File ,Folder Plastic Clear ,200,150,Each ,4,BANES,"Monday, June 25, 2018",138,5520
52,P032 ,Pen ,Pen Ballpoint Red ,100,50,Dozen ,2.5,CHEAP,"Monday, June 25, 2018",27,675
68,R001 ,Ruler ,Ruler 6inch ,50,20,Dozen ,2.5,APLHA,"Monday, June 25, 2018",10,240
6,C006 ,Clip ,Clips Paper Small ,50,30,Box ,1.2,BANES,"Monday, June 25, 2018",21,252
76,S020 ,Stapler ,Stapler No. 28 ,50,20,Each ,3.6,CHEAP,"Monday, June 25, 2018",9,309.6
55,P035 ,Pen ,Pen Felt Tip Red ,100,50,Dozen ,2.5,LOTCASH,"Monday, June 25, 2018",15,375
30,F032 ,File ,Folder Plastic Clear ,200,150,Each ,4,BANES,"Monday, June 25, 2018",143,5700
32,F034 ,File ,Folder Plastic Pink ,200,150,Each ,4,RANDOM,"Monday, June 25, 2018",41,1620
2,C002 ,Clip ,Clips Double 2inch ,50,30,Dozen ,1.2,BANES,"Monday, June 25, 2018",28,338.4
13,E007 ,Envelope ,Envelope White 5inchx7inch ,600,400,Each ,1.6,APLHA,"Monday, June 25, 2018",168,2688
83,T020 ,Tparency ,Transparency Blue ,100,200,Box ,1.4,FANTASTIC,"Monday, June 25, 2018",116,1624
28,F024 ,File ,File-Brown with Logo ,200,150,Each ,2.3,ISS,"Monday, June 25, 2018",62,1414.5
19,E032 ,Exercise ,Exercise Book A4 Hardcover 100 pg ,100,50,Each ,0.21,WOW,"Monday, June 25, 2018",24,50.4
30,F032 ,File ,Folder Plastic Clear ,200,150,Each ,4,BANES,"Monday, June 25, 2018",149,5940
86,T023 ,Tparency ,Transparency Red ,100,200,Box ,1.4,LOTCASH,"Monday, June 25, 2018",66,924
10,E004 ,Envelope ,Envelope Brown 5inchx7inch w Window ,600,400,Each ,1.7,ISS,"Monday, June 25, 2018",72,1224
31,F033 ,File ,Folder Plastic Green ,200,150,Each ,4,RANDOM,"Monday, June 25, 2018",48,1920
45,P014 ,Pad ,Pad Postit Memo 2inchx4inch ,100,60,Packet ,6.2,APLHA,"Monday, June 25, 2018",41,2529.6
14,E008 ,Envelope ,Envelope White 5inchx7inch w Window ,600,400,Each ,1.7,BANES,"Monday, June 25, 2018",300,5100
19,E032 ,Exercise ,Exercise Book A4 Hardcover 100 pg ,100,50,Each ,0.21,WOW,"Monday, June 25, 2018",8,16.8
2,C002 ,Clip ,Clips Double 2inch ,50,30,Dozen ,1.2,BANES,"Monday, June 25, 2018",14,169.2
18,E031 ,Exercise ,Exercise Book 120 pg ,100,50,Each ,0.26,BANES,"Monday, June 25, 2018",50,130
28,F024 ,File ,File-Brown with Logo ,200,150,Each ,2.3,ISS,"Monday, June 25, 2018",135,3105
62,P042 ,Pen ,Pencil 2B ,100,50,Dozen ,1.2,CHEAP,"Monday, June 25, 2018",10,114
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Monday, June 25, 2018",41,204
84,T021 ,Tparency ,Transparency Clear ,500,400,Box ,1.4,LOTCASH,"Monday, June 25, 2018",188,2632
54,P034 ,Pen ,Pen Felt Tip Blue ,100,50,Dozen ,2.5,APLHA,"Monday, June 25, 2018",34,850
62,P042 ,Pen ,Pencil 2B ,100,50,Dozen ,1.2,CHEAP,"Monday, June 25, 2018",39,462
70,S040 ,Tape ,Scotch Tape ,50,20,Each ,1.2,OMEGA,"Monday, June 25, 2018",3,40.8
59,P039 ,Pen ,Pen Whiteboard Marker Blue ,100,50,Box ,7.2,RANDOM,"Monday, June 25, 2018",17,1224
29,F031 ,File ,Folder Plastic Blue ,200,150,Each ,4,OMEGA,"Monday, June 25, 2018",21,840
12,E006 ,Envelope ,Envelope White 3inchx6inch w Window ,600,400,Each ,1.1,OMEGA,"Monday, June 25, 2018",316,3476
76,S020 ,Stapler ,Stapler No. 28 ,50,20,Each ,3.6,CHEAP,"Monday, June 25, 2018",6,216
65,P045 ,Pen ,Pencil B ,100,50,Dozen ,1,LOTCASH,"Monday, June 25, 2018",41,405
50,P030 ,Pen ,Pen Ballpoint Black ,100,50,Dozen ,2.5,RANDOM,"Monday, June 25, 2018",17,425
62,P042 ,Pen ,Pencil 2B ,100,50,Dozen ,1.2,CHEAP,"Monday, June 25, 2018",19,222
66,P046 ,Pen ,Pencil B with Eraser End ,100,50,Dozen ,1.2,LOTCASH,"Monday, June 25, 2018",11,132
32,F034 ,File ,Folder Plastic Pink ,200,150,Each ,4,RANDOM,"Monday, June 25, 2018",122,4860
26,F022 ,File ,File-Blue with Logo ,200,100,Each ,2.3,WOW,"Monday, June 25, 2018",13,299
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Monday, June 25, 2018",40,200
38,H031 ,Puncher ,Hole Puncher 2 holes ,50,20,Each ,10.2,CHEAP,"Monday, June 25, 2018",20,2019.6
46,P015 ,Pad ,Pad Postit Memo 2inchx4inch ,100,60,Packet ,6.2,ISS,"Monday, June 25, 2018",34,2120.4
13,E007 ,Envelope ,Envelope White 5inchx7inch ,600,400,Each ,1.6,APLHA,"Monday, June 25, 2018",356,5696
19,E032 ,Exercise ,Exercise Book A4 Hardcover 100 pg ,100,50,Each ,0.21,WOW,"Monday, June 25, 2018",8,16.8
70,S040 ,Tape ,Scotch Tape ,50,20,Each ,1.2,OMEGA,"Monday, June 25, 2018",4,43.2
36,H013 ,Pen ,Highlighter Pink ,100,80,Box ,5.6,WOW,"Monday, June 25, 2018",73,4076.8
57,P037 ,Pen ,Pen Transparency Soluble ,100,50,Packet ,6,LOTCASH,"Monday, June 25, 2018",16,930
67,R002 ,Ruler ,Ruler 12inch ,50,20,Dozen ,3.5,FANTASTIC,"Monday, June 25, 2018",12,420
79,S023 ,Stapler ,Stapler No. 36 ,50,20,Box ,3.9,OMEGA,"Monday, June 25, 2018",9,335.4
32,F034 ,File ,Folder Plastic Pink ,200,150,Each ,4,RANDOM,"Monday, June 25, 2018",72,2880
27,F023 ,File ,File-Brown wo Logo ,200,150,Each ,2.1,APLHA,"Monday, June 25, 2018",146,3055.5
78,S022 ,Stapler ,Stapler No. 28 ,50,20,Box ,3.6,APLHA,"Tuesday, June 26, 2018",13,482.4
77,S021 ,Stapler ,Stapler No. 36 ,50,20,Each ,3.9,FIEND,"Tuesday, June 26, 2018",15,577.2
22,E035 ,Exercise ,Exercise Book Hardcover 100 pg ,100,50,Each ,0.5,BANES,"Tuesday, June 26, 2018",44,220
30,F032 ,File ,Folder Plastic Clear ,200,150,Each ,4,BANES,"Tuesday, June 26, 2018",48,1920
82,T003 ,Tacks ,Thumb Tacks Small ,10,10,Box ,1,LOTCASH,"Tuesday, June 26, 2018",4,38
29,F031 ,File ,Folder Plastic Blue ,200,150,Each ,4,OMEGA,"Tuesday, June 26, 2018",20,780
72,S101 ,Sharpener ,Sharpener ,50,20,Each ,1,APLHA,"Tuesday, June 26, 2018",15,146
63,P043 ,Pen ,Pencil 2B with Eraser End ,100,50,Dozen ,1.8,FANTASTIC,"Tuesday, June 26, 2018",47,846
40,H033 ,Puncher ,Hole Puncher Adjustable ,50,20,Each ,15.3,CHEAP,"Tuesday, June 26, 2018",12,1897.2
1,C001 ,Clip ,Clips Double 1inch ,50,30,Dozen ,1,FIEND,"Tuesday, June 26, 2018",23,228
85,T022 ,Tparency ,Transparency Green ,100,200,Box ,1.4,LOTCASH,"Tuesday, June 26, 2018",52,728
20,E033 ,Exercise ,Exercise Book A4 Hardcover 120 pg ,100,50,Each ,0.22,BANES,"Tuesday, June 26, 2018",48,105.6
87,T024 ,Tparency ,Transparency Reverse Blue ,100,200,Box ,1.4,FANTASTIC,"Tuesday, June 26, 2018",144,2016
67,R002 ,Ruler ,Ruler 12inch ,50,20,Dozen ,3.5,FANTASTIC,"Tuesday, June 26, 2018",13,462
23,E036 ,Exercise ,Exercise Book Hardcover 120 pg ,100,50,Each ,0.56,ISS,"Tuesday, June 26, 2018",19,103.6
17,E030 ,Exercise ,Exercise Book 100 pg ,100,50,Each ,0.22,OMEGA,"Tuesday, June 26, 2018",41,89.1
7,E001 ,Envelope ,Envelope Brown 3inchx6inch ,600,400,Each ,1,ISS,"Tuesday, June 26, 2018",280,2800
30,F032 ,File ,Folder Plastic Clear ,200,150,Each ,4,BANES,"Tuesday, June 26, 2018",32,1260
7,E001 ,Envelope ,Envelope Brown 3inchx6inch ,600,400,Each ,1,ISS,"Tuesday, June 26, 2018",156,1560
43,P012 ,Pad ,Pad Postit Memo 12inchx2inch ,100,60,Packet ,3.4,LOTCASH,"Tuesday, June 26, 2018",60,2040
14,E008 ,Envelope ,Envelope White 5inchx7inch w Window ,600,400,Each ,1.7,BANES,"Tuesday, June 26, 2018",200,3400
80,T001 ,Tacks ,Thumb Tacks Large ,10,10,Box ,2,BANES,"Tuesday, June 26, 2018",4,72
68,R001 ,Ruler ,Ruler 6inch ,50,20,Dozen ,2.5,APLHA,"Tuesday, June 26, 2018",11,270
13,E007 ,Envelope ,Envelope White 5inchx7inch ,600,400,Each ,1.6,APLHA,"Tuesday, June 26, 2018",316,5056
57,P037 ,Pen ,Pen Transparency Soluble ,100,50,Packet ,6,LOTCASH,"Tuesday, June 26, 2018",15,900
25,F021 ,File ,File-Blue Plain ,200,100,Each ,2.3,ISS,"Tuesday, June 26, 2018",61,1403
76,S020 ,Stapler ,Stapler No. 28 ,50,20,Each ,3.6,CHEAP,"Tuesday, June 26, 2018",14,511.2
90,T101,Tray ,Tray Brown ,20,10,Set ,6,APLHA,"Tuesday, June 26, 2018",7,396
71,S041 ,Tape ,Scotch Tape Dispenser ,50,20,Each ,2.3,LOTCASH,"Tuesday, June 26, 2018",6,147.2
77,S021 ,Stapler ,Stapler No. 36 ,50,20,Each ,3.9,FIEND,"Tuesday, June 26, 2018",12,468
60,P040 ,Pen ,Pen Whiteboard Marker Green ,100,50,Box ,7.2,FANTASTIC,"Tuesday, June 26, 2018",39,2772
19,E032 ,Exercise ,Exercise Book A4 Hardcover 100 pg ,100,50,Each ,0.21,WOW,"Tuesday, June 26, 2018",9,18.9
2,C002 ,Clip ,Clips Double 2inch ,50,30,Dozen ,1.2,BANES,"Tuesday, June 26, 2018",10,118.8
32,F034 ,File ,Folder Plastic Pink ,200,150,Each ,4,RANDOM,"Tuesday, June 26, 2018",138,5520
63,P043 ,Pen ,Pencil 2B with Eraser End ,100,50,Dozen ,1.8,FANTASTIC,"Tuesday, June 26, 2018",43,774
9,E003 ,Envelope ,Envelope Brown 5inchx7inch ,600,400,Each ,1.6,LOTCASH,"Tuesday, June 26, 2018",192,3072
76,S020 ,Stapler ,Stapler No. 28 ,50,20,Each ,3.6,CHEAP,"Tuesday, June 26, 2018",10,345.6
15,E020 ,Eraser ,Eraser hard ,50,20,Each ,0.4,LOTCASH,"Tuesday, June 26, 2018",15,61.6
12,E006 ,Envelope ,Envelope White 3inchx6inch w Window ,600,400,Each ,1.1,OMEGA,"Tuesday, June 26, 2018",400,4400
31,F033 ,File ,Folder Plastic Green ,200,150,Each ,4,RANDOM,"Tuesday, June 26, 2018",144,5760
21,E034 ,Exercise ,Exercise Book A4 Hardcover 200 pg ,100,50,Each ,0.27,BANES,"Tuesday, June 26, 2018",7,17.55
90,T101,Tray ,Tray Brown ,20,10,Set ,6,APLHA,"Tuesday, June 26, 2018",3,156
20,E033 ,Exercise ,Exercise Book A4 Hardcover 120 pg ,100,50,Each ,0.22,BANES,"Tuesday, June 26, 2018",9,18.7
28,F024 ,File ,File-Brown with Logo ,200,150,Each ,2.3,ISS,"Tuesday, June 26, 2018",36,828
32,F034 ,File ,Folder Plastic Pink ,200,150,Each ,4,RANDOM,"Tuesday, June 26, 2018",87,3480
16,E021 ,Eraser ,Eraser soft ,50,20,Each ,0.3,FIEND,"Tuesday, June 26, 2018",7,21
38,H031 ,Puncher ,Hole Puncher 2 holes ,50,20,Each ,10.2,CHEAP,"Tuesday, June 26, 2018",6,591.6
12,E006 ,Envelope ,Envelope White 3inchx6inch w Window ,600,400,Each ,1.1,OMEGA,"Tuesday, June 26, 2018",184,2024
14,E008 ,Envelope ,Envelope White 5inchx7inch w Window ,600,400,Each ,1.7,BANES,"Tuesday, June 26, 2018",240,4080
69,S100 ,Scissors ,Scissors ,50,20,Each ,4,LOTCASH,"Tuesday, June 26, 2018",14,568
70,S040 ,Tape ,Scotch Tape ,50,20,Each ,1.2,OMEGA,"Tuesday, June 26, 2018",19,223.2
56,P036 ,Pen ,Pen Transparency Permanent ,100,50,Packet ,6,OMEGA,"Tuesday, June 26, 2018",41,2460
4,C004 ,Clip ,Clips Paper Large ,50,30,Box ,2,APLHA,"Tuesday, June 26, 2018",15,306
26,F022 ,File ,File-Blue with Logo ,200,100,Each ,2.3,WOW,"Tuesday, June 26, 2018",12,276
74,S011 ,Shorthand ,Shorthand Book 120 pg ,100,80,Each ,0.6,ISS,"Tuesday, June 26, 2018",19,115.2
10,E004 ,Envelope ,Envelope Brown 5inchx7inch w Window ,600,400,Each ,1.7,ISS,"Tuesday, June 26, 2018",172,2924
7,E001 ,Envelope ,Envelope Brown 3inchx6inch ,600,400,Each ,1,ISS,"Tuesday, June 26, 2018",44,440
18,E031 ,Exercise ,Exercise Book 120 pg ,100,50,Each ,0.26,BANES,"Tuesday, June 26, 2018",24,61.1
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Wednesday, June 27, 2018",53,264
27,F023 ,File ,File-Brown wo Logo ,200,150,Each ,2.1,APLHA,"Wednesday, June 27, 2018",51,1071
59,P039 ,Pen ,Pen Whiteboard Marker Blue ,100,50,Box ,7.2,RANDOM,"Wednesday, June 27, 2018",20,1440
32,F034 ,File ,Folder Plastic Pink ,200,150,Each ,4,RANDOM,"Wednesday, June 27, 2018",149,5940
73,S010 ,Shorthand ,Shorthand Book 100 pg ,100,80,Each ,0.5,FANTASTIC,"Wednesday, June 27, 2018",69,344
14,E008 ,Envelope ,Envelope White 5inchx7inch w Window ,600,400,Each ,1.7,BANES,"Wednesday, June 27, 2018",300,5100
5,C005 ,Clip ,Clips Paper Medium ,50,30,Box ,1.5,APLHA,"Wednesday, June 27, 2018",4,63
83,T020 ,Tparency ,Transparency Blue ,100,200,Box ,1.4,FANTASTIC,"Wednesday, June 27, 2018",70,980
58,P038 ,Pen ,Pen Whiteboard Marker Black ,100,50,Box ,7.2,BANES,"Wednesday, June 27, 2018",11,792
28,F024 ,File ,File-Brown with Logo ,200,150,Each ,2.3,ISS,"Wednesday, June 27, 2018",104,2380.5
15,E020 ,Eraser ,Eraser hard ,50,20,Each ,0.4,LOTCASH,"Wednesday, June 27, 2018",18,70.4
72,S101 ,Sharpener ,Sharpener ,50,20,Each ,1,APLHA,"Wednesday, June 27, 2018",11,110
67,R002 ,Ruler ,Ruler 12inch ,50,20,Dozen ,3.5,FANTASTIC,"Wednesday, June 27, 2018",5,182
83,T020 ,Tparency ,Transparency Blue ,100,200,Box ,1.4,FANTASTIC,"Wednesday, June 27, 2018",194,2716
79,S023 ,Stapler ,Stapler No. 36 ,50,20,Box ,3.9,OMEGA,"Wednesday, June 27, 2018",4,163.8
28,F024 ,File ,File-Brown with Logo ,200,150,Each ,2.3,ISS,"Wednesday, June 27, 2018",140,3208.5
44,P013 ,Pad ,Pad Postit Memo 2inchx3inch ,100,60,Packet ,5.6,FANTASTIC,"Wednesday, June 27, 2018",9,504
86,T023 ,Tparency ,Transparency Red ,100,200,Box ,1.4,LOTCASH,"Wednesday, June 27, 2018",156,2184
60,P040 ,Pen ,Pen Whiteboard Marker Green ,100,50,Box ,7.2,FANTASTIC,"Wednesday, June 27, 2018",44,3168
54,P034 ,Pen ,Pen Felt Tip Blue ,100,50,Dozen ,2.5,APLHA,"Wednesday, June 27, 2018",13,312.5
48,P020 ,Paper ,Paper Photostat A3 ,500,500,Box ,13,APLHA,"Wednesday, June 27, 2018",330,42900
36,H013 ,Pen ,Highlighter Pink ,100,80,Box ,5.6,WOW,"Wednesday, June 27, 2018",52,2912
23,E036 ,Exercise ,Exercise Book Hardcover 120 pg ,100,50,Each ,0.56,ISS,"Wednesday, June 27, 2018",11,61.6
4,C004 ,Clip ,Clips Paper Large ,50,30,Box ,2,APLHA,"Wednesday, June 27, 2018",3,66
89,T100 ,Tray ,Trays InOut ,20,10,Set ,6,CHEAP,"Wednesday, June 27, 2018",4,216
70,S040 ,Tape ,Scotch Tape ,50,20,Each ,1.2,OMEGA,"Wednesday, June 27, 2018",3,38.4
75,S012 ,Shorthand ,Shorthand Book 80 pg ,100,80,Each ,0.4,BANES,"Wednesday, June 27, 2018",28,112
58,P038 ,Pen ,Pen Whiteboard Marker Black ,100,50,Box ,7.2,BANES,"Wednesday, June 27, 2018",47,3384
3,C003 ,Clip ,Clips Double 34inch ,50,30,Dozen ,0.9,RANDOM,"Wednesday, June 27, 2018",6,56.7
52,P032 ,Pen ,Pen Ballpoint Red ,100,50,Dozen ,2.5,CHEAP,"Wednesday, June 27, 2018",46,1150
19,E032 ,Exercise ,Exercise Book A4 Hardcover 100 pg ,100,50,Each ,0.21,WOW,"Wednesday, June 27, 2018",30,63
40,H033 ,Puncher ,Hole Puncher Adjustable ,50,20,Each ,15.3,CHEAP,"Wednesday, June 27, 2018",10,1499.4
22,E035 ,Exercise ,Exercise Book Hardcover 100 pg ,100,50,Each ,0.5,BANES,"Wednesday, June 27, 2018",17,82.5
39,H032 ,Puncher ,Hole Puncher 3 holes ,50,20,Each ,12.6,CHEAP,"Wednesday, June 27, 2018",17,2116.8
1,C001 ,Clip ,Clips Double 1inch ,50,30,Dozen ,1,FIEND,"Wednesday, June 27, 2018",7,72
